PREMIUM_TXN_ID,POLICY_ID,CUSTOMER_ID,DUE_DATE,PAID_DATE,PREMIUM_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,PAYMENT_DELAY_DAYS,CHANNEL_COST
PRM000000266,POL000146034,CUST00063055,2025-11-30,2025-11-30,23204,Paid,Auto Debit,0,1040.84
PRM000000267,POL000124155,CUST00014605,2025-08-07,2025-08-07,14887,Paid,UPI,0,230.56
PRM000000268,POL000024349,CUST00039989,2025-05-14,2025-05-14,1487,Paid,Debit Card,0,46.0
PRM000000269,POL000130104,CUST00034725,2025-02-05,2025-02-21,10809,Paid,Cheque,16,135.5
PRM000000270,POL000145679,CUST00021389,2025-05-16,2025-05-16,10628,Paid,Credit Card,0,169.58
PRM000000271,POL000020379,CUST00066671,2026-06-05,2026-06-28,2847,Paid,UPI,23,35.98
PRM000000272,POL000070297,CUST00008808,2026-01-13,2026-01-24,5791,Paid,Debit Card,11,217.1
PRM000000273,POL000141257,CUST00085603,2026-04-30,2026-05-13,20059,Paid,Auto Debit,13,261.15
PRM000000274,POL000066010,CUST00032652,2025-07-05,2025-07-05,1025,Paid,UPI,0,49.57
PRM000000275,POL000135010,CUST00022110,2025-07-11,2025-07-22,3436,Paid,UPI,11,141.39
PRM000000276,POL000003971,CUST00068401,2025-12-15,2025-12-18,15231,Paid,Credit Card,3,174.58
PRM000000277,POL000051798,CUST00039516,2025-03-03,2025-03-03,12639,Paid,Debit Card,0,212.72
PRM000000278,POL000061240,CUST00049031,2026-08-20,2026-08-20,23567,Paid,Cheque,0,1174.05
PRM000000279,POL000135501,CUST00052923,2026-05-29,2026-05-30,10910,Paid,Net Banking,1,397.18
PRM000000280,POL000097970,CUST00038314,2026-08-07,2026-08-12,6540,Paid,Credit Card,5,139.84
PRM000000281,POL000129141,CUST00016569,2025-03-19,2025-04-14,12406,Paid,Debit Card,26,416.62
PRM000000282,POL000077546,CUST00086069,2026-02-08,2026-02-08,968,Paid,Auto Debit,0,43.77
PRM000000283,POL000149386,CUST00020558,2025-02-12,2025-02-12,20777,Paid,Net Banking,0,537.32
PRM000000284,POL000065133,CUST00053974,2025-09-27,2025-10-01,16681,Paid,Credit Card,4,224.37
PRM000000285,POL000021424,CUST00006895,2026-06-08,2026-06-11,15233,Paid,UPI,3,724.93
PRM000000286,POL000028524,CUST00091457,2025-02-25,2025-04-04,2986,Paid,Credit Card,38,99.6
PRM000000287,POL000014814,CUST00082520,2025-02-23,2025-02-23,8526,Paid,Cheque,0,350.66
PRM000000288,POL000062989,CUST00009728,2026-07-12,2026-07-12,2383,Paid,Auto Debit,0,38.79
PRM000000289,POL000089109,CUST00011130,2025-05-17,2025-05-17,1619,Paid,Net Banking,0,62.91
PRM000000290,POL000031781,CUST00019964,2026-04-21,2026-04-21,37561,Paid,Auto Debit,0,630.93
PRM000000291,POL000141398,CUST00049732,2025-09-02,2025-09-02,1116,Paid,Cheque,0,17.27
PRM000000292,POL000023106,CUST00005065,2025-09-03,2025-09-03,17774,Paid,Debit Card,0,224.49
PRM000000293,POL000037634,CUST00063758,2026-08-13,2026-08-16,2135,Paid,Auto Debit,3,54.94
PRM000000294,POL000110838,CUST00063444,2026-08-15,2026-08-24,7242,Paid,Cheque,9,91.61
PRM000000295,POL000081089,CUST00098253,2025-05-08,2025-05-26,3538,Paid,Credit Card,18,57.77
PRM000000296,POL000005622,CUST00046727,2026-01-16,2026-01-16,1223,Paid,Cheque,0,28.43
PRM000000297,POL000116807,CUST00090508,2026-01-02,2026-01-16,2176,Paid,Credit Card,14,27.16
PRM000000298,POL000047772,CUST00013607,2026-03-11,2026-03-19,20460,Paid,UPI,8,619.78
PRM000000299,POL000006009,CUST00085724,2026-05-04,2026-05-25,1118,Paid,UPI,21,20.33
PRM000000300,POL000132499,CUST00098239,2025-07-22,2025-07-22,39215,Paid,UPI,0,1258.25
PRM000000301,POL000100877,CUST00036219,2025-03-12,2025-04-04,9453,Paid,Credit Card,23,448.99
PRM000000302,POL000049248,CUST00063586,2025-12-11,2025-12-18,10119,Paid,Credit Card,7,248.57
PRM000000303,POL000135368,CUST00071895,2025-01-07,,23541,Overdue,Debit Card,,1069.3
PRM000000304,POL000098179,CUST00003594,2025-04-05,2025-04-05,61915,Paid,Net Banking,0,1673.42
PRM000000305,POL000071246,CUST00058537,2025-06-17,2025-06-25,68629,Paid,Cheque,8,3271.8
PRM000000306,POL000117828,CUST00081336,2025-10-20,2025-11-12,7598,Paid,Net Banking,23,362.35
PRM000000307,POL000070027,CUST00019161,2025-08-19,,45353,Overdue,Net Banking,,2127.23
PRM000000308,POL000132275,CUST00058809,2025-05-20,,10277,Overdue,Cheque,,408.59
PRM000000309,POL000149147,CUST00031249,2026-02-08,2026-02-08,15397,Paid,Net Banking,0,289.39
PRM000000310,POL000135889,CUST00051550,2025-12-15,2025-12-26,15592,Paid,Credit Card,11,319.75
PRM000000311,POL000092316,CUST00021088,2026-08-27,2026-09-17,1758,Paid,Net Banking,21,46.12
PRM000000312,POL000142623,CUST00026275,2025-06-22,2025-07-08,19997,Paid,Auto Debit,16,820.67
PRM000000313,POL000115492,CUST00091462,2025-01-17,2025-01-23,412,Paid,Net Banking,6,17.51
PRM000000314,POL000025836,CUST00018667,2025-10-13,2025-10-13,11180,Paid,Net Banking,0,394.25
PRM000000315,POL000142804,CUST00088654,2026-08-05,2026-08-05,9662,Paid,Cheque,0,315.26
PRM000000316,POL000066846,CUST00050816,2026-02-02,2026-02-14,42404,Paid,Auto Debit,12,1045.53
PRM000000317,POL000100750,CUST00076726,2025-01-12,2025-01-25,4757,Paid,Credit Card,13,110.11
PRM000000318,POL000031003,CUST00041251,2025-10-22,2025-10-27,7745,Paid,Auto Debit,5,92.81
PRM000000319,POL000007101,CUST00049545,2026-07-27,2026-07-27,6476,Paid,Debit Card,0,268.84
PRM000000320,POL000011638,CUST00087338,2026-07-31,2026-07-31,362,Paid,Credit Card,0,15.43
PRM000000321,POL000074950,CUST00069622,2026-01-25,2026-01-25,9983,Paid,Auto Debit,0,349.08
PRM000000322,POL000040286,CUST00074484,2025-08-29,2025-09-06,1756,Paid,Credit Card,8,66.98
PRM000000323,POL000040164,CUST00077129,2025-08-31,,2625,Pending,Cheque,,127.25
PRM000000324,POL000083867,CUST00041267,2026-04-05,2026-04-15,9853,Paid,Net Banking,10,115.72
PRM000000325,POL000096914,CUST00076364,2025-09-08,2025-09-21,27020,Paid,Credit Card,13,1165.72
PRM000000326,POL000016189,CUST00028018,2026-01-21,2026-01-21,20319,Paid,Cheque,0,887.96
PRM000000327,POL000026400,CUST00076792,2026-03-21,,15231,Overdue,Auto Debit,,378.78
PRM000000328,POL000058938,CUST00078372,2025-12-31,2026-01-14,3534,Paid,Debit Card,14,113.38
PRM000000329,POL000004336,CUST00062539,2026-06-11,2026-06-11,8711,Paid,UPI,0,353.63
PRM000000330,POL000000552,CUST00094800,2025-07-23,2025-07-29,1104,Paid,Net Banking,6,32.23
PRM000000331,POL000029296,CUST00057713,2025-07-10,2025-07-10,2811,Paid,Net Banking,0,36.51
PRM000000332,POL000076198,CUST00006112,2026-04-07,2026-04-27,8133,Paid,UPI,20,150.68
PRM000000333,POL000077318,CUST00069721,2025-04-17,2025-04-30,20455,Paid,Cheque,13,506.44
PRM000000334,POL000064684,CUST00036496,2026-02-09,2026-02-22,26414,Paid,Cheque,13,540.09
PRM000000335,POL000059331,CUST00007694,2026-04-25,2026-05-05,1749,Paid,Auto Debit,10,28.21
PRM000000336,POL000097961,CUST00090624,2026-01-10,2026-01-16,11559,Paid,Debit Card,6,451.56
PRM000000337,POL000002367,CUST00051357,2025-10-13,2025-10-13,12693,Paid,Cheque,0,284.66
PRM000000338,POL000040848,CUST00069846,2025-02-10,2025-02-10,18794,Paid,Cheque,0,206.72
PRM000000339,POL000101129,CUST00090837,2026-08-15,2026-08-21,14370,Paid,Credit Card,6,656.35
PRM000000340,POL000113533,CUST00091269,2026-01-02,2026-01-27,1710,Paid,Net Banking,25,52.97
PRM000000341,POL000075721,CUST00045580,2025-03-16,2025-03-21,33664,Paid,UPI,5,548.0
PRM000000342,POL000015299,CUST00039452,2025-10-02,2025-10-19,2893,Paid,Credit Card,17,55.43
PRM000000343,POL000072477,CUST00096446,2025-04-08,2025-04-08,14692,Paid,Debit Card,0,503.04
PRM000000344,POL000117062,CUST00043614,2025-08-01,2025-08-01,11893,Paid,UPI,0,566.66
PRM000000345,POL000130459,CUST00089152,2026-05-18,2026-05-19,28702,Paid,Cheque,1,1053.86
PRM000000346,POL000004996,CUST00080956,2025-05-16,2025-05-16,9938,Paid,Auto Debit,0,237.3
PRM000000347,POL000109503,CUST00069507,2025-04-21,2025-04-21,72543,Paid,UPI,0,1739.86
PRM000000348,POL000046500,CUST00062860,2026-06-12,2026-06-29,4392,Paid,Auto Debit,17,143.31
PRM000000349,POL000013521,CUST00069019,2025-06-07,2025-06-12,7086,Paid,Cheque,5,82.0
PRM000000350,POL000082043,CUST00000296,2026-04-27,2026-05-10,15822,Paid,UPI,13,432.58
PRM000000351,POL000120721,CUST00005267,2025-08-23,,1166,Failed,UPI,,33.2
PRM000000352,POL000007595,CUST00000561,2025-02-18,2025-02-18,9890,Paid,Credit Card,0,444.73
PRM000000353,POL000109357,CUST00059553,2025-02-20,2025-02-20,10024,Paid,Cheque,0,129.53
PRM000000354,POL000113498,CUST00003558,2025-01-06,2025-01-06,16676,Paid,Net Banking,0,505.44
PRM000000355,POL000063391,CUST00066643,2026-02-21,2026-02-26,543,Paid,Auto Debit,5,21.61
PRM000000356,POL000004197,CUST00030649,2025-09-14,2025-09-14,4398,Paid,Debit Card,0,79.21
PRM000000357,POL000106272,CUST00002775,2026-05-27,2026-06-23,5147,Paid,UPI,27,138.35
PRM000000358,POL000071055,CUST00069751,2025-07-08,2025-07-16,28505,Paid,Net Banking,8,1002.31
PRM000000359,POL000051038,CUST00028916,2025-09-19,2025-09-23,50322,Paid,Credit Card,4,834.88
PRM000000360,POL000099782,CUST00092695,2025-08-14,,5954,Pending,Credit Card,,128.15
PRM000000361,POL000004958,CUST00036673,2025-02-11,2025-02-11,2544,Paid,Auto Debit,0,46.79
PRM000000362,POL000117170,CUST00092497,2026-02-03,2026-02-11,3524,Paid,UPI,8,49.03
PRM000000363,POL000081602,CUST00058113,2025-06-22,2025-07-03,9705,Paid,Net Banking,11,380.58
PRM000000364,POL000092924,CUST00048014,2026-08-16,2026-08-16,3401,Paid,Cheque,0,164.06
PRM000000365,POL000004099,CUST00019532,2026-07-12,2026-07-14,9409,Paid,Net Banking,2,441.35
PRM000000366,POL000086524,CUST00057142,2025-10-04,2025-10-04,1244,Paid,UPI,0,25.0
PRM000000367,POL000088078,CUST00052148,2025-10-05,2025-11-10,2456,Paid,Debit Card,36,108.25
PRM000000368,POL000124787,CUST00005058,2026-07-08,2026-07-13,15706,Paid,Auto Debit,5,439.87
PRM000000369,POL000029691,CUST00047397,2026-08-03,2026-09-04,1741,Paid,Credit Card,32,42.94
PRM000000370,POL000062523,CUST00023474,2025-11-23,2025-12-14,14625,Paid,Net Banking,21,620.39
PRM000000371,POL000056532,CUST00066555,2025-08-25,2025-08-27,2849,Paid,UPI,2,56.33
PRM000000372,POL000095066,CUST00072554,2025-07-01,2025-07-10,7799,Paid,UPI,9,225.28
PRM000000373,POL000067473,CUST00056334,2025-12-19,2025-12-19,17995,Paid,Credit Card,0,488.91
PRM000000374,POL000120930,CUST00097371,2025-12-13,2025-12-30,20554,Paid,Credit Card,17,1001.18
PRM000000375,POL000085086,CUST00023024,2025-08-08,2025-08-11,2761,Paid,Debit Card,3,115.41
PRM000000376,POL000022445,CUST00032125,2025-10-01,2025-10-01,1476,Paid,Credit Card,0,38.06
PRM000000377,POL000021846,CUST00058944,2025-09-10,2025-09-10,704,Paid,Auto Debit,0,28.73
PRM000000378,POL000101615,CUST00054608,2025-03-02,2025-03-19,275,Paid,Net Banking,17,13.7
PRM000000379,POL000065925,CUST00048177,2026-08-16,2026-09-08,7847,Paid,Auto Debit,23,231.14
PRM000000380,POL000088733,CUST00023659,2026-04-03,2026-04-06,652,Paid,Net Banking,3,12.41
PRM000000381,POL000060883,CUST00052047,2026-06-09,2026-06-25,5972,Paid,Credit Card,16,247.94
PRM000000382,POL000145273,CUST00015914,2026-01-19,2026-01-31,1135,Paid,Debit Card,12,24.23
PRM000000383,POL000039531,CUST00035833,2026-08-22,2026-08-22,3646,Paid,Net Banking,0,50.35
PRM000000384,POL000024649,CUST00062705,2025-10-15,2025-10-17,14571,Paid,UPI,2,365.55
PRM000000385,POL000100324,CUST00054844,2026-03-21,2026-03-21,4613,Paid,Credit Card,0,180.71
PRM000000386,POL000146519,CUST00075178,2025-01-13,2025-01-30,22320,Paid,Cheque,17,319.21
PRM000000387,POL000035628,CUST00041847,2025-04-09,2025-04-09,1185,Paid,Cheque,0,16.04
PRM000000388,POL000113255,CUST00029848,2026-01-09,2026-01-09,3142,Paid,Net Banking,0,39.06
PRM000000389,POL000048591,CUST00036997,2025-03-27,2025-04-21,1444,Paid,Net Banking,25,60.91
PRM000000390,POL000094066,CUST00090484,2025-04-28,2025-05-07,11202,Paid,Cheque,9,142.84
PRM000000391,POL000052977,CUST00094340,2026-05-24,2026-06-04,22815,Paid,Credit Card,11,831.05
PRM000000392,POL000089245,CUST00011666,2025-08-21,2025-08-21,9366,Paid,Net Banking,0,152.31
PRM000000393,POL000081376,CUST00087055,2026-04-06,2026-04-14,3411,Paid,Credit Card,8,61.18
PRM000000394,POL000034159,CUST00068281,2026-06-20,2026-06-20,18703,Paid,Cheque,0,667.0
PRM000000395,POL000148810,CUST00035429,2025-10-11,2025-10-24,1329,Paid,Auto Debit,13,66.19
PRM000000396,POL000090474,CUST00066142,2026-04-22,2026-05-01,3192,Paid,Credit Card,9,45.08
PRM000000397,POL000036171,CUST00062574,2026-08-17,2026-08-22,56515,Paid,Cheque,5,2389.11
PRM000000398,POL000003317,CUST00052891,2026-07-01,2026-07-01,1412,Paid,Credit Card,0,32.53
PRM000000399,POL000130863,CUST00003949,2025-12-23,2025-12-30,1402,Paid,Auto Debit,7,32.97
PRM000000400,POL000141820,CUST00022349,2025-11-21,2025-12-13,17630,Paid,UPI,22,449.7
PRM000000401,POL000103986,CUST00040452,2026-03-13,2026-03-30,1227,Paid,Credit Card,17,24.09
PRM000000402,POL000083463,CUST00029703,2025-11-07,,908,Failed,Credit Card,,11.59
PRM000000403,POL000085439,CUST00060397,2026-01-26,2026-01-26,8101,Paid,Cheque,0,328.1
PRM000000404,POL000043869,CUST00057192,2026-04-07,2026-04-19,28224,Paid,Debit Card,12,861.83
PRM000000405,POL000037274,CUST00089353,2025-03-31,2025-03-31,438,Paid,Debit Card,0,6.51
PRM000000406,POL000087040,CUST00019779,2026-04-21,2026-04-26,456,Paid,Debit Card,5,8.53
PRM000000407,POL000009327,CUST00072959,2025-09-18,2025-09-18,1338,Paid,UPI,0,20.32
PRM000000408,POL000117553,CUST00004318,2025-01-29,2025-01-29,15807,Paid,Debit Card,0,442.04
PRM000000409,POL000102017,CUST00090171,2026-07-11,2026-07-24,42549,Paid,Credit Card,13,698.14
PRM000000410,POL000059717,CUST00053513,2025-09-20,2025-09-22,1139,Paid,Debit Card,2,53.94
PRM000000411,POL000127700,CUST00063320,2025-11-01,2025-11-02,35478,Paid,Auto Debit,1,875.59
PRM000000412,POL000110523,CUST00011191,2026-06-28,2026-07-06,18936,Paid,Debit Card,8,506.18
PRM000000413,POL000090358,CUST00053706,2025-07-03,2025-07-19,934,Paid,Net Banking,16,30.0
PRM000000414,POL000077470,CUST00044974,2025-11-26,2025-12-05,1092,Paid,Auto Debit,9,48.29
PRM000000415,POL000018632,CUST00069568,2025-09-20,2025-09-28,4541,Paid,UPI,8,144.77
PRM000000416,POL000077261,CUST00062803,2025-10-21,2025-10-21,53799,Paid,Cheque,0,945.4
PRM000000417,POL000065094,CUST00006960,2026-07-27,2026-08-11,1195,Paid,Net Banking,15,22.38
PRM000000418,POL000086855,CUST00036297,2026-08-27,2026-09-08,7466,Paid,Cheque,12,144.22
PRM000000419,POL000042579,CUST00048928,2025-08-26,2025-08-26,10317,Paid,Cheque,0,238.61
PRM000000420,POL000007128,CUST00020064,2025-04-08,2025-04-08,25680,Paid,Net Banking,0,406.73
PRM000000421,POL000019197,CUST00079012,2025-05-31,2025-06-06,3216,Paid,UPI,6,98.66
PRM000000422,POL000008447,CUST00033043,2025-05-08,2025-05-15,10846,Paid,Credit Card,7,411.07
PRM000000423,POL000042590,CUST00078843,2026-07-03,,19786,Pending,Credit Card,,958.2
PRM000000424,POL000137976,CUST00034645,2025-01-06,2025-01-10,1136,Paid,Credit Card,4,29.1
PRM000000425,POL000071011,CUST00063006,2025-07-21,2025-07-31,5546,Paid,Cheque,10,83.4
PRM000000426,POL000114043,CUST00078012,2025-09-30,2025-10-23,6536,Paid,Debit Card,23,240.08
PRM000000427,POL000127443,CUST00070166,2025-06-13,2025-06-13,3894,Paid,Credit Card,0,42.03
PRM000000428,POL000000980,CUST00026348,2026-07-06,2026-07-06,868,Paid,Net Banking,0,34.64
PRM000000429,POL000066248,CUST00055958,2025-02-03,2025-03-01,39123,Paid,Credit Card,26,1402.35
PRM000000430,POL000100481,CUST00095037,2025-02-28,2025-03-04,4351,Paid,UPI,4,170.32
PRM000000431,POL000004660,CUST00095900,2026-08-21,2026-09-13,705,Paid,Net Banking,23,18.03
PRM000000432,POL000026971,CUST00037581,2026-08-15,2026-09-08,13824,Paid,UPI,24,639.31
PRM000000433,POL000054425,CUST00032849,2025-09-07,2025-09-15,17577,Paid,Auto Debit,8,505.06
PRM000000434,POL000125704,CUST00068787,2025-02-12,2025-02-12,837,Paid,Cheque,0,9.14
PRM000000435,POL000049987,CUST00052614,2025-06-06,2025-06-06,41972,Paid,Auto Debit,0,1710.25
PRM000000436,POL000079457,CUST00064184,2025-02-21,2025-03-05,7550,Paid,Cheque,12,334.39
PRM000000437,POL000102093,CUST00055837,2026-07-07,2026-07-12,826,Paid,Auto Debit,5,25.72
PRM000000438,POL000001660,CUST00094054,2025-08-22,2025-08-22,40155,Paid,Cheque,0,1229.47
PRM000000439,POL000025949,CUST00064898,2025-01-12,2025-01-25,9892,Paid,Net Banking,13,216.54
PRM000000440,POL000127421,CUST00082692,2025-02-03,2025-02-03,11965,Paid,Auto Debit,0,201.77
PRM000000441,POL000126838,CUST00089695,2025-07-22,2025-07-22,4243,Paid,UPI,0,67.62
PRM000000442,POL000049275,CUST00020491,2026-08-26,2026-09-05,1013,Paid,Cheque,10,26.88
PRM000000443,POL000020205,CUST00075121,2025-07-27,2025-08-06,13462,Paid,UPI,10,640.54
PRM000000444,POL000082695,CUST00045267,2026-02-20,2026-02-27,12056,Paid,UPI,7,219.85
PRM000000445,POL000124887,CUST00003792,2025-08-20,2025-08-20,17950,Paid,Debit Card,0,484.45
PRM000000446,POL000132691,CUST00052530,2026-07-10,2026-07-17,2627,Paid,Cheque,7,40.06
PRM000000447,POL000105669,CUST00029108,2026-02-28,2026-03-13,1936,Paid,UPI,13,52.37
PRM000000448,POL000063135,CUST00084569,2026-01-23,2026-01-25,15234,Paid,Net Banking,2,602.25
PRM000000449,POL000074709,CUST00042679,2025-01-19,2025-02-02,1208,Paid,Auto Debit,14,20.45
PRM000000450,POL000091937,CUST00017072,2025-08-14,2025-08-28,25441,Paid,UPI,14,705.52
PRM000000451,POL000050223,CUST00005969,2026-05-05,2026-05-19,1971,Paid,Credit Card,14,83.72
PRM000000452,POL000077341,CUST00018157,2026-03-05,2026-03-14,1146,Paid,Auto Debit,9,24.34
PRM000000453,POL000094786,CUST00003822,2026-05-18,2026-06-05,10175,Paid,Net Banking,18,188.67
PRM000000454,POL000029902,CUST00017667,2025-11-04,2025-11-04,630,Paid,UPI,0,10.03
PRM000000455,POL000010082,CUST00024820,2025-05-22,2025-05-25,1220,Paid,Credit Card,3,23.65
PRM000000456,POL000083994,CUST00039693,2026-08-03,2026-08-04,4563,Paid,Cheque,1,128.23
PRM000000457,POL000033165,CUST00027520,2025-10-19,2025-10-19,828,Paid,Debit Card,0,10.18
PRM000000458,POL000026861,CUST00041739,2026-02-17,2026-02-17,1015,Paid,UPI,0,45.59
PRM000000459,POL000133289,CUST00093189,2025-05-07,2025-05-24,1452,Paid,UPI,17,59.97
PRM000000460,POL000042703,CUST00052090,2025-11-16,2025-11-24,3613,Paid,Auto Debit,8,52.88
PRM000000461,POL000134323,CUST00079541,2026-01-25,2026-01-25,1590,Paid,Auto Debit,0,58.79
PRM000000462,POL000020540,CUST00057490,2025-07-29,2025-07-29,236,Paid,Auto Debit,0,11.36
PRM000000463,POL000077353,CUST00000334,2026-02-01,2026-02-05,4697,Paid,Debit Card,4,71.72
PRM000000464,POL000146542,CUST00058481,2026-05-26,,1734,Failed,Debit Card,,24.5
PRM000000465,POL000017087,CUST00056520,2026-01-01,2026-01-15,9572,Paid,Cheque,14,113.14
PRM000000466,POL000067889,CUST00076223,2025-05-23,2025-05-29,42642,Paid,Cheque,6,1202.51
PRM000000467,POL000057367,CUST00004151,2026-02-20,,6937,Overdue,Debit Card,,141.42
PRM000000468,POL000074696,CUST00051617,2025-08-31,2025-08-31,27902,Paid,Credit Card,0,892.36
PRM000000469,POL000007186,CUST00016074,2025-03-17,2025-03-28,21253,Paid,Auto Debit,11,573.74
PRM000000470,POL000071780,CUST00081457,2026-02-09,2026-02-19,15149,Paid,UPI,10,624.29
PRM000000471,POL000099965,CUST00034419,2026-03-06,2026-03-21,12729,Paid,Cheque,15,287.21
PRM000000472,POL000016571,CUST00093709,2026-08-18,2026-08-18,1514,Paid,UPI,0,34.95
PRM000000473,POL000036994,CUST00076830,2026-03-31,2026-03-31,3755,Paid,Net Banking,0,109.61
PRM000000474,POL000020273,CUST00049385,2026-03-12,2026-03-20,8331,Paid,Credit Card,8,262.98
PRM000000475,POL000101337,CUST00054223,2025-11-08,2025-11-22,705,Paid,UPI,14,15.21
PRM000000476,POL000100223,CUST00035614,2025-09-15,2025-10-14,2751,Paid,Auto Debit,29,62.64
PRM000000477,POL000125551,CUST00068193,2025-05-22,2025-06-06,18773,Paid,Credit Card,15,458.08
PRM000000478,POL000005615,CUST00077689,2025-08-16,2025-09-01,3315,Paid,Cheque,16,52.64
PRM000000479,POL000088869,CUST00010585,2025-01-03,2025-01-03,278,Paid,Net Banking,0,12.63
PRM000000480,POL000032090,CUST00034229,2025-05-07,2025-06-05,2356,Paid,UPI,29,62.62
PRM000000481,POL000036376,CUST00058837,2025-04-01,2025-04-12,14732,Paid,Credit Card,11,720.35
PRM000000482,POL000066634,CUST00051723,2026-07-04,2026-07-07,6483,Paid,Credit Card,3,217.32
PRM000000483,POL000093045,CUST00057218,2025-10-04,2025-10-04,5354,Paid,Auto Debit,0,222.0
PRM000000484,POL000056901,CUST00098129,2025-03-06,2025-03-21,32367,Paid,Cheque,15,1213.17
PRM000000485,POL000146609,CUST00099794,2025-06-25,,1033,Failed,Credit Card,,16.5
PRM000000486,POL000086643,CUST00091442,2025-09-09,2025-09-09,2292,Paid,Debit Card,0,41.69
PRM000000487,POL000146954,CUST00011977,2025-12-27,2026-01-11,2228,Paid,Auto Debit,15,101.78
PRM000000488,POL000059708,CUST00055118,2025-02-14,2025-03-03,1063,Paid,Auto Debit,17,17.71
PRM000000489,POL000058368,CUST00010261,2026-08-04,2026-08-04,3358,Paid,UPI,0,74.32
PRM000000490,POL000119527,CUST00042364,2025-09-13,2025-09-13,1742,Paid,Credit Card,0,70.95
PRM000000491,POL000113271,CUST00038060,2025-03-19,2025-03-30,15047,Paid,Credit Card,11,221.97
PRM000000492,POL000135208,CUST00038521,2026-05-01,2026-05-29,13468,Paid,Credit Card,28,147.99
PRM000000493,POL000144993,CUST00080525,2025-05-15,2025-05-15,5644,Paid,Auto Debit,0,99.41
PRM000000494,POL000097951,CUST00075707,2025-10-10,2025-10-11,1113,Paid,Auto Debit,1,42.87
PRM000000495,POL000039718,CUST00092265,2025-05-24,2025-06-01,405,Paid,Net Banking,8,7.38
PRM000000496,POL000120396,CUST00021643,2025-11-02,2025-11-02,1179,Paid,UPI,0,32.93
PRM000000497,POL000082193,CUST00028752,2026-06-16,2026-06-18,4012,Paid,Net Banking,2,144.74
PRM000000498,POL000058024,CUST00062668,2026-04-30,2026-04-30,9888,Paid,UPI,0,180.11
PRM000000499,POL000024627,CUST00018905,2025-03-15,2025-04-10,9143,Paid,Cheque,26,186.39
PRM000000500,POL000055371,CUST00035810,2026-08-10,2026-08-10,8316,Paid,Net Banking,0,262.05
PRM000000501,POL000049750,CUST00096344,2026-08-07,2026-08-23,37159,Paid,Credit Card,16,1603.55
PRM000000502,POL000057576,CUST00068160,2026-04-25,2026-04-29,17034,Paid,Net Banking,4,807.97
PRM000000503,POL000125002,CUST00002777,2025-12-02,2025-12-06,18527,Paid,Net Banking,4,906.75
PRM000000504,POL000115964,CUST00042701,2025-02-19,2025-02-23,911,Paid,Debit Card,4,36.73
PRM000000505,POL000039306,CUST00061682,2025-02-11,2025-02-11,169,Paid,Debit Card,0,7.78
