CLAIM_ID,POLICY_ID,CUSTOMER_ID,CLAIM_TYPE,INCIDENT_DATE,REPORTED_DATE,CLAIM_AMOUNT,CLAIM_STATUS,SETTLEMENT_AMOUNT,PROCESSING_DAYS,FRAUD_FLAG,FRAUD_SCORE,SOURCE,CLAIM_SEVERITY
CLM000000206,POL000141392,CUST00083284,Property Damage,2024-07-04,2024-07-11,375465,Pending,0,17,No,0.9697,Customer,Medium
CLM000000207,POL000044150,CUST00007666,Travel Disruption,2025-11-22,2025-11-26,1989216,Approved,1620235,18,No,0.2451,Surveyor,High
CLM000000208,POL000056694,CUST00003421,Liability,2025-09-02,2025-09-17,17516,Approved,15026,19,No,0.4654,Third Party,Low
CLM000000209,POL000122954,CUST00014022,Death,2022-10-18,2022-10-22,75024,Approved,68376,24,No,0.5935,Customer,Low
CLM000000210,POL000015708,CUST00041758,Hospitalization,2024-04-07,2024-04-15,37802,Approved,34591,5,No,0.7707,Third Party,Low
CLM000000211,POL000038510,CUST00024397,Hospitalization,2026-03-06,2026-03-15,1039548,Approved,864111,46,No,0.0817,Surveyor,Medium
CLM000000212,POL000084576,CUST00089547,Liability,2023-11-29,2023-11-29,43449,Partially Approved,26151,8,No,0.8715,Third Party,Low
CLM000000213,POL000052387,CUST00036778,Vehicle Damage,2025-11-14,2025-12-01,367413,Approved,331996,25,No,0.9603,Customer,Medium
CLM000000214,POL000148409,CUST00042112,Death,2023-12-20,2023-12-21,72000,Approved,64992,13,No,0.8143,Customer,High
CLM000000215,POL000104055,CUST00008166,Liability,2024-11-25,2024-12-03,36768,Approved,30083,7,No,0.853,Customer,Low
CLM000000216,POL000090002,CUST00038859,Vehicle Damage,2024-08-12,2024-08-17,101401,Approved,85767,17,No,0.4655,Garage,Medium
CLM000000217,POL000016135,CUST00048404,Travel Disruption,2025-05-30,2025-06-03,1470587,Approved,1458344,24,No,0.2898,Customer,Low
CLM000000218,POL000029538,CUST00072498,Vehicle Damage,2025-07-13,2025-07-23,390922,Approved,362344,39,No,0.3439,Hospital,Medium
CLM000000219,POL000018983,CUST00090561,Accident,2025-05-10,2025-05-13,100468,Approved,91220,28,No,0.662,Garage,Low
CLM000000220,POL000098544,CUST00069469,Accident,2025-09-24,2025-09-27,365181,Approved,356067,3,No,0.8225,Surveyor,Low
CLM000000221,POL000081132,CUST00025503,Travel Disruption,2024-11-24,2024-11-24,417262,Partially Approved,246609,34,No,0.3388,Hospital,Low
CLM000000222,POL000038113,CUST00006318,Hospitalization,2023-10-25,2023-10-25,141189,Partially Approved,50719,33,No,0.8927,Third Party,Medium
CLM000000223,POL000054711,CUST00054924,Liability,2022-09-15,2022-09-20,52818,Approved,46593,25,No,0.1818,Surveyor,High
CLM000000224,POL000127433,CUST00071202,Property Damage,2025-05-04,2025-05-12,7759,Approved,7193,28,No,0.0451,Third Party,Low
CLM000000225,POL000093212,CUST00082574,Travel Disruption,2023-01-12,2023-01-15,26238,Approved,21440,14,No,0.6267,Third Party,Low
CLM000000226,POL000031585,CUST00065824,Property Damage,2024-02-25,2024-02-28,669549,Rejected,0,8,No,0.186,Garage,Low
CLM000000227,POL000000570,CUST00014638,Accident,2023-10-14,2023-10-18,239238,Pending,0,38,No,0.7238,Garage,Low
CLM000000228,POL000121815,CUST00023376,Accident,2022-10-23,2022-10-26,36015,Approved,32877,30,No,0.9392,Hospital,Low
CLM000000229,POL000143092,CUST00081263,Liability,2026-03-23,2026-03-24,41229,Approved,35683,11,No,0.3646,Garage,Medium
CLM000000230,POL000042804,CUST00021585,Theft,2023-11-11,2023-11-16,55787,Pending,0,25,No,0.4039,Garage,Low
CLM000000231,POL000130200,CUST00040718,Vehicle Damage,2026-06-21,2026-06-25,95582,Approved,89482,26,No,0.9003,Police,Low
CLM000000232,POL000044485,CUST00022413,Theft,2022-07-30,2022-08-04,211444,Partially Approved,138297,13,No,0.9887,Third Party,High
CLM000000233,POL000102638,CUST00029401,Accident,2024-08-16,2024-08-20,68213,Rejected,0,14,No,0.554,Surveyor,Medium
CLM000000234,POL000098951,CUST00091074,Liability,2022-01-17,2022-01-30,90127,Approved,72586,5,No,0.4409,Police,Medium
CLM000000235,POL000077937,CUST00083740,Death,2023-03-12,2023-03-13,919304,Approved,877950,21,No,0.0006,Hospital,High
CLM000000236,POL000139388,CUST00062041,Property Damage,2025-03-01,2025-03-11,48027,Approved,42518,24,No,0.4371,Third Party,Low
CLM000000237,POL000130680,CUST00012825,Accident,2024-04-20,2024-04-23,8783,Rejected,0,16,No,0.6325,Garage,Medium
CLM000000238,POL000072046,CUST00037000,Liability,2022-04-24,2022-05-17,1129692,Approved,1124036,5,No,0.5531,Surveyor,Medium
CLM000000239,POL000024078,CUST00058668,Vehicle Damage,2022-05-26,2022-05-31,367040,Approved,365648,34,No,0.4648,Hospital,High
CLM000000240,POL000051310,CUST00077634,Property Damage,2026-07-07,2026-07-07,6556,Approved,5655,5,No,0.6979,Customer,Medium
CLM000000241,POL000069514,CUST00058789,Death,2024-04-12,2024-04-14,335824,Pending,0,5,No,0.9745,Customer,Low
CLM000000242,POL000035716,CUST00062636,Accident,2022-03-29,2022-04-01,81158,Approved,73273,42,Suspected,0.8825,Third Party,Medium
CLM000000243,POL000032919,CUST00035701,Death,2023-05-10,2023-05-20,107703,Under Investigation,0,34,No,0.1718,Garage,Low
CLM000000244,POL000047495,CUST00034058,Property Damage,2025-04-09,2025-04-12,14438,Approved,11647,11,No,0.0288,Garage,Low
CLM000000245,POL000076650,CUST00081628,Accident,2022-09-03,2022-09-05,112974,Rejected,0,10,No,0.1994,Police,Low
CLM000000246,POL000004245,CUST00028988,Accident,2022-09-12,2022-09-14,114069,Approved,97497,13,No,0.0792,Surveyor,Medium
CLM000000247,POL000144550,CUST00019828,Death,2022-07-02,2022-07-17,13148,Approved,10858,12,No,0.277,Garage,Low
CLM000000248,POL000004947,CUST00020688,Theft,2025-12-04,2025-12-06,80306,Pending,0,37,No,0.1124,Third Party,Low
CLM000000249,POL000072138,CUST00028648,Travel Disruption,2024-03-24,2024-04-05,302334,Rejected,0,16,No,0.8489,Hospital,Medium
CLM000000250,POL000057104,CUST00083951,Death,2024-01-28,2024-01-31,60159,Pending,0,37,No,0.452,Garage,Low
CLM000000251,POL000117378,CUST00042060,Theft,2024-09-12,2024-09-16,152559,Approved,129225,19,No,0.4269,Third Party,Medium
CLM000000252,POL000080166,CUST00074554,Theft,2024-02-18,2024-02-27,69739,Approved,60041,16,No,0.3094,Third Party,Low
CLM000000253,POL000003913,CUST00053450,Theft,2026-01-16,2026-01-22,18018,Under Investigation,0,34,No,0.6754,Hospital,Low
CLM000000254,POL000055668,CUST00092968,Accident,2022-02-21,2022-02-23,209015,Approved,205698,34,No,0.4243,Customer,Low
CLM000000255,POL000092396,CUST00025455,Hospitalization,2022-06-28,2022-07-08,22067,Approved,19760,10,No,0.932,Police,Medium
CLM000000256,POL000017381,CUST00027269,Hospitalization,2022-08-12,2022-08-17,314913,Approved,274419,19,No,0.4786,Third Party,Low
CLM000000257,POL000137465,CUST00012709,Accident,2025-03-04,2025-03-17,642134,Pending,0,16,No,0.4027,Garage,Medium
CLM000000258,POL000027196,CUST00015652,Death,2025-05-24,2025-06-04,306773,Pending,0,16,No,0.928,Hospital,High
CLM000000259,POL000029328,CUST00028739,Travel Disruption,2025-10-25,2025-10-28,110895,Pending,0,17,No,0.4666,Customer,Medium
CLM000000260,POL000026278,CUST00050716,Accident,2023-12-15,2023-12-20,136025,Approved,110410,27,No,0.6091,Third Party,Medium
CLM000000261,POL000063653,CUST00084702,Hospitalization,2022-09-21,2022-10-03,27121,Pending,0,12,No,0.3333,Police,Medium
CLM000000262,POL000021673,CUST00067091,Property Damage,2024-02-18,2024-02-23,28815,Approved,28755,34,No,0.2191,Hospital,Low
CLM000000263,POL000010210,CUST00072249,Death,2023-02-28,2023-03-09,1286723,Approved,1211993,10,No,0.2654,Police,Medium
CLM000000264,POL000037387,CUST00066370,Theft,2022-03-09,2022-03-09,38644,Approved,31505,14,No,0.4758,Customer,Medium
CLM000000265,POL000032820,CUST00080079,Liability,2023-01-07,2023-01-09,83746,Approved,82684,21,No,0.2775,Third Party,Low
CLM000000266,POL000096973,CUST00002675,Travel Disruption,2026-03-20,2026-03-26,25984,Approved,23032,24,No,0.4896,Police,Medium
CLM000000267,POL000091651,CUST00027126,Hospitalization,2024-10-08,2024-10-20,8239116,Approved,8131772,45,No,0.1805,Garage,Medium
CLM000000268,POL000075962,CUST00044467,Liability,2022-02-28,2022-03-06,197612,Approved,183553,18,No,0.7237,Third Party,Medium
CLM000000269,POL000006031,CUST00024583,Liability,2024-07-12,2024-07-20,356428,Approved,349821,22,No,0.7105,Garage,Low
CLM000000270,POL000086579,CUST00039064,Hospitalization,2024-12-02,2024-12-07,169689,Under Investigation,0,9,No,0.0259,Police,Low
CLM000000271,POL000049320,CUST00064821,Liability,2023-06-03,2023-06-14,201201,Approved,190937,48,No,0.9409,Customer,Low
CLM000000272,POL000059724,CUST00058748,Death,2022-02-04,2022-02-06,59261,Under Investigation,0,21,No,0.6223,Customer,Low
CLM000000273,POL000048854,CUST00073149,Hospitalization,2026-04-29,2026-05-05,178341,Approved,178044,52,No,0.9189,Third Party,Low
CLM000000274,POL000080605,CUST00079355,Hospitalization,2023-05-08,2023-05-21,51991,Rejected,0,8,No,0.5098,Police,High
CLM000000275,POL000024679,CUST00014106,Liability,2023-08-16,2023-08-16,101935,Approved,96018,21,No,0.4715,Garage,Medium
CLM000000276,POL000139046,CUST00010992,Vehicle Damage,2022-10-14,2022-10-22,96901,Approved,91669,21,No,0.8965,Surveyor,Medium
CLM000000277,POL000067611,CUST00026880,Theft,2025-08-24,2025-08-30,902655,Approved,726526,23,No,0.5316,Third Party,Low
CLM000000278,POL000065473,CUST00074918,Liability,2023-01-05,2023-01-07,689264,Approved,628641,28,Suspected,0.9949,Garage,Medium
CLM000000279,POL000020697,CUST00064490,Travel Disruption,2024-04-19,2024-04-20,338572,Rejected,0,13,No,0.0415,Police,Low
CLM000000280,POL000048571,CUST00049856,Liability,2024-11-12,2024-11-16,150439,Approved,144310,36,No,0.371,Surveyor,Low
CLM000000281,POL000131530,CUST00056596,Hospitalization,2024-07-25,2024-07-30,29795,Approved,27532,27,Suspected,0.9612,Third Party,Medium
CLM000000282,POL000083823,CUST00042932,Travel Disruption,2025-05-07,2025-05-09,107705,Approved,97532,6,No,0.2128,Hospital,Low
CLM000000283,POL000111095,CUST00034143,Vehicle Damage,2025-10-23,2025-11-04,51712,Approved,46741,17,No,0.534,Garage,Low
CLM000000284,POL000143119,CUST00017992,Theft,2023-06-12,2023-06-15,777428,Approved,772679,32,No,0.1537,Third Party,Medium
CLM000000285,POL000067795,CUST00046758,Vehicle Damage,2023-05-19,2023-05-21,123063,Approved,112704,23,No,0.8789,Hospital,Low
CLM000000286,POL000115015,CUST00077403,Vehicle Damage,2023-06-21,2023-06-30,14509,Under Investigation,0,22,No,0.575,Third Party,Low
CLM000000287,POL000014405,CUST00019648,Theft,2022-05-02,2022-05-07,731714,Under Investigation,0,25,No,0.2208,Surveyor,Medium
CLM000000288,POL000115386,CUST00097636,Theft,2022-10-27,2022-10-31,1203920,Approved,1074893,23,No,0.5386,Surveyor,Low
CLM000000289,POL000031231,CUST00014022,Property Damage,2025-11-12,2025-11-13,49198,Approved,45524,19,No,0.6634,Surveyor,Medium
CLM000000290,POL000089932,CUST00028022,Vehicle Damage,2026-04-17,2026-04-20,64106,Partially Approved,45241,23,No,0.8113,Customer,High
CLM000000291,POL000101757,CUST00019558,Property Damage,2023-08-22,2023-08-23,116479,Approved,114115,13,No,0.0104,Garage,Low
CLM000000292,POL000038267,CUST00002797,Property Damage,2024-11-18,2024-11-28,148413,Approved,136888,6,No,0.1762,Garage,Low
CLM000000293,POL000102795,CUST00015205,Vehicle Damage,2023-11-22,2023-11-27,75929,Under Investigation,0,16,No,0.1941,Hospital,Medium
CLM000000294,POL000092452,CUST00040217,Theft,2025-12-09,2025-12-14,474591,Pending,0,20,No,0.6447,Third Party,Low
CLM000000295,POL000081172,CUST00047361,Accident,2026-07-27,2026-07-28,71200,Approved,57910,26,No,0.3397,Customer,Medium
CLM000000296,POL000116966,CUST00025180,Theft,2026-03-24,2026-04-01,39785,Partially Approved,28716,8,No,0.9074,Hospital,Low
CLM000000297,POL000057059,CUST00073128,Accident,2025-12-08,2025-12-09,100874,Approved,99519,26,No,0.5126,Third Party,Low
CLM000000298,POL000130290,CUST00081241,Hospitalization,2023-07-21,2023-07-22,36930,Approved,32348,11,No,0.9571,Hospital,Medium
CLM000000299,POL000106572,CUST00057712,Hospitalization,2024-03-03,2024-03-07,85080,Approved,72591,10,No,0.8367,Customer,Low
CLM000000300,POL000039332,CUST00005858,Travel Disruption,2023-04-30,2023-05-01,601940,Partially Approved,368505,24,No,0.7502,Police,High
CLM000000301,POL000093240,CUST00076458,Vehicle Damage,2026-02-04,2026-02-07,8005,Rejected,0,24,No,0.7218,Garage,Low
CLM000000302,POL000054384,CUST00058679,Liability,2022-03-24,2022-04-03,89687,Approved,86668,7,No,0.3121,Police,Medium
CLM000000303,POL000102708,CUST00062970,Hospitalization,2023-10-21,2023-11-08,381744,Approved,330883,21,No,0.6517,Third Party,Low
CLM000000304,POL000084604,CUST00044102,Travel Disruption,2022-08-10,2022-08-19,278949,Approved,271992,17,No,0.8956,Surveyor,Low
CLM000000305,POL000138254,CUST00038958,Liability,2022-05-28,2022-06-02,20651,Under Investigation,0,23,No,0.526,Hospital,Medium
CLM000000306,POL000046056,CUST00030056,Theft,2022-03-24,2022-04-04,508179,Pending,0,12,No,0.8223,Garage,Low
CLM000000307,POL000100025,CUST00040003,Liability,2024-12-01,2024-12-11,478993,Approved,465918,15,No,0.7301,Customer,Low
CLM000000308,POL000091624,CUST00002899,Liability,2023-05-06,2023-05-10,89018,Pending,0,19,No,0.7446,Hospital,Low
CLM000000309,POL000110012,CUST00075293,Theft,2023-07-01,2023-07-05,170947,Approved,140489,11,No,0.0591,Customer,Low
CLM000000310,POL000096363,CUST00080800,Theft,2025-10-28,2025-11-06,72772,Approved,59881,56,No,0.6615,Garage,Medium
CLM000000311,POL000132197,CUST00091333,Liability,2024-11-26,2024-11-28,33127,Approved,26772,5,No,0.2293,Surveyor,Medium
CLM000000312,POL000131340,CUST00090654,Travel Disruption,2024-05-10,2024-05-15,784766,Approved,672708,14,No,0.585,Garage,Low
CLM000000313,POL000041041,CUST00080562,Hospitalization,2023-05-10,2023-05-22,13504,Approved,11413,45,No,0.2496,Garage,Medium
CLM000000314,POL000127265,CUST00065093,Hospitalization,2024-02-09,2024-02-10,110224,Under Investigation,0,36,No,0.8763,Customer,Low
CLM000000315,POL000043128,CUST00063699,Liability,2026-08-30,2026-09-03,115554,Under Investigation,0,31,No,0.9848,Surveyor,Low
CLM000000316,POL000017451,CUST00038193,Accident,2023-09-16,2023-09-18,85676,Rejected,0,31,No,0.3258,Customer,Medium
CLM000000317,POL000054135,CUST00048993,Property Damage,2025-12-14,2025-12-20,173218,Approved,148916,9,No,0.5674,Garage,High
CLM000000318,POL000148272,CUST00078605,Hospitalization,2023-01-12,2023-01-14,182979,Pending,0,22,No,0.5862,Garage,Medium
CLM000000319,POL000123108,CUST00081086,Vehicle Damage,2025-11-18,2025-11-22,26942,Rejected,0,24,No,0.4336,Surveyor,Low
CLM000000320,POL000064786,CUST00040881,Accident,2024-06-11,2024-06-19,132952,Approved,116301,5,No,0.8303,Surveyor,Low
CLM000000321,POL000113558,CUST00014649,Accident,2024-04-30,2024-05-01,17817,Under Investigation,0,14,No,0.2792,Surveyor,Low
CLM000000322,POL000027503,CUST00017798,Theft,2023-02-02,2023-02-15,445932,Approved,389485,5,No,0.2309,Garage,Medium
CLM000000323,POL000131441,CUST00068237,Hospitalization,2023-10-15,2023-10-28,293107,Approved,250762,37,No,0.9603,Police,Low
CLM000000324,POL000072555,CUST00077233,Vehicle Damage,2025-05-02,2025-05-15,155024,Partially Approved,98596,15,No,0.589,Garage,Low
CLM000000325,POL000075917,CUST00089274,Theft,2022-01-24,2022-02-03,155402,Rejected,0,25,No,0.6795,Hospital,Medium
CLM000000326,POL000011671,CUST00046585,Death,2026-06-29,2026-07-03,144289,Rejected,0,21,No,0.1248,Third Party,Medium
CLM000000327,POL000087826,CUST00051585,Theft,2025-04-23,2025-04-28,133670,Approved,110311,5,No,0.3134,Garage,Low
CLM000000328,POL000050977,CUST00059050,Theft,2022-01-10,2022-01-14,70555,Partially Approved,26063,12,No,0.0565,Police,Medium
CLM000000329,POL000119786,CUST00079935,Property Damage,2025-06-12,2025-06-15,53320,Approved,53132,32,No,0.1965,Garage,High
CLM000000330,POL000011381,CUST00077938,Theft,2024-03-01,2024-03-14,3246857,Approved,3186139,14,No,0.9806,Hospital,Low
CLM000000331,POL000041008,CUST00067899,Accident,2024-06-13,2024-06-14,52119,Approved,47522,20,No,0.6069,Garage,Low
CLM000000332,POL000093831,CUST00032139,Hospitalization,2022-10-13,2022-10-15,221653,Partially Approved,146627,11,No,0.9873,Third Party,Low
CLM000000333,POL000008797,CUST00090095,Death,2022-09-26,2022-10-03,33575,Pending,0,25,No,0.8227,Surveyor,Medium
CLM000000334,POL000078896,CUST00042440,Travel Disruption,2022-10-12,2022-10-19,21897,Approved,18316,12,No,0.5174,Customer,Low
CLM000000335,POL000058574,CUST00062518,Travel Disruption,2023-10-20,2023-11-02,349356,Approved,329046,30,No,0.6508,Hospital,Low
CLM000000336,POL000006258,CUST00049813,Hospitalization,2022-07-19,2022-07-26,196996,Approved,195699,16,No,0.2853,Garage,Low
CLM000000337,POL000133169,CUST00017175,Vehicle Damage,2025-07-19,2025-07-25,120932,Partially Approved,55309,7,No,0.7927,Hospital,Low
CLM000000338,POL000110592,CUST00086894,Theft,2026-08-18,2026-08-23,55856,Approved,46476,34,No,0.5785,Customer,Low
CLM000000339,POL000119312,CUST00016177,Theft,2022-01-24,2022-01-30,57571,Approved,48691,22,No,0.6846,Surveyor,Medium
CLM000000340,POL000007133,CUST00068259,Theft,2024-05-21,2024-05-26,117834,Pending,0,45,No,0.9614,Police,Low
CLM000000341,POL000110600,CUST00081154,Travel Disruption,2024-04-10,2024-04-14,480337,Under Investigation,0,13,No,0.6877,Customer,Low
CLM000000342,POL000057864,CUST00061987,Vehicle Damage,2026-04-04,2026-04-06,704825,Approved,668802,32,No,0.8317,Police,Low
CLM000000343,POL000048634,CUST00000187,Vehicle Damage,2025-12-08,2025-12-09,139806,Approved,126751,8,No,0.5346,Hospital,Medium
CLM000000344,POL000081533,CUST00018927,Accident,2026-01-15,2026-01-22,22294,Under Investigation,0,18,No,0.9038,Surveyor,Low
CLM000000345,POL000025613,CUST00060269,Accident,2023-09-13,2023-09-22,127687,Approved,113838,26,No,0.492,Third Party,Medium
CLM000000346,POL000097816,CUST00037040,Hospitalization,2023-12-27,2024-01-01,493626,Pending,0,20,No,0.3994,Surveyor,Low
CLM000000347,POL000083463,CUST00029703,Liability,2022-10-25,2022-11-02,22562,Approved,20149,39,No,0.8385,Third Party,Low
CLM000000348,POL000142766,CUST00077404,Hospitalization,2022-03-12,2022-03-23,17262,Approved,14051,24,No,0.6719,Garage,Low
CLM000000349,POL000056728,CUST00008274,Hospitalization,2023-03-02,2023-03-12,669551,Approved,659223,18,No,0.1309,Garage,Low
CLM000000350,POL000083060,CUST00020396,Accident,2024-11-27,2024-12-04,37184,Partially Approved,21901,11,No,0.5452,Police,Medium
CLM000000351,POL000034361,CUST00045844,Property Damage,2022-06-20,2022-06-23,330045,Approved,296413,9,No,0.5364,Garage,Low
CLM000000352,POL000133661,CUST00087716,Liability,2025-11-24,2025-11-28,86923,Approved,85097,21,No,0.4652,Garage,Low
CLM000000353,POL000117454,CUST00028112,Liability,2025-04-11,2025-04-20,42361,Approved,42126,20,No,0.0075,Customer,High
CLM000000354,POL000136478,CUST00081446,Theft,2022-05-15,2022-05-22,25879,Approved,24304,22,No,0.311,Garage,High
CLM000000355,POL000121534,CUST00079780,Property Damage,2026-02-19,2026-02-21,429224,Approved,351064,16,No,0.355,Customer,Medium
CLM000000356,POL000010849,CUST00091536,Liability,2025-10-07,2025-10-11,35451,Approved,30580,28,No,0.8728,Third Party,Low
CLM000000357,POL000065539,CUST00070350,Accident,2022-11-05,2022-11-08,193289,Approved,176722,19,No,0.1832,Police,Low
CLM000000358,POL000012951,CUST00045303,Theft,2026-06-14,2026-06-24,2095278,Approved,1798073,12,No,0.1814,Surveyor,Medium
CLM000000359,POL000050353,CUST00061392,Vehicle Damage,2024-01-14,2024-01-19,1266329,Approved,1172263,36,No,0.433,Customer,Medium
CLM000000360,POL000093783,CUST00047090,Death,2023-07-16,2023-07-23,1134159,Approved,984729,16,No,0.9278,Garage,Medium
CLM000000361,POL000025719,CUST00095194,Accident,2022-05-23,2022-05-25,153301,Rejected,0,30,No,0.7791,Third Party,Low
CLM000000362,POL000091241,CUST00065369,Vehicle Damage,2025-09-01,2025-09-10,32482,Approved,28529,16,No,0.7724,Surveyor,Low
CLM000000363,POL000145440,CUST00007854,Accident,2023-02-22,2023-02-26,56831,Approved,47327,12,No,0.36,Third Party,Low
CLM000000364,POL000039724,CUST00070630,Property Damage,2024-12-26,2024-12-31,18119,Approved,14765,21,No,0.4127,Third Party,Low
CLM000000365,POL000053058,CUST00033775,Theft,2025-06-14,2025-06-17,224552,Approved,187512,16,No,0.5624,Surveyor,Medium
CLM000000366,POL000115113,CUST00039868,Liability,2023-03-25,2023-04-05,108174,Approved,100684,25,No,0.6399,Customer,Low
CLM000000367,POL000110261,CUST00017506,Death,2025-07-20,2025-07-22,151603,Approved,140882,6,No,0.802,Police,Low
CLM000000368,POL000077848,CUST00075807,Vehicle Damage,2022-06-03,2022-06-13,989028,Approved,977029,49,No,0.6826,Police,Low
